Fund Name,Category,Subcategory,Plan,isin,scheme_code,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),ytm_score,duration_score,maturity_score,credit_score,total_score,fund_rating,Top Holdings Count,Fund URL
Union Dynamic Bond Reg,debt,Dynamic Bond,Regular,INF582M01336,116555,0.27,5.01,4.25,Debt: Dynamic Bond,3.1,6.22,5.62,7.53,9.69,AAA,25.31,8,2,1,9,20,Average,7,https://www.valueresearchonline.com/funds/14015/
ABSL Floating Rate Reg,debt,Floater,Regular,INF209K01MG9,122644,5.89,7.33,6.47,Debt: Floater,5.62,7.43,6.35,7.66,0.94,AAA,1.6,8,9,8,9,34,Good,25,https://www.valueresearchonline.com/funds/10344/
ABSL Floating Rate Ret,debt,Floater,Regular,INF209K01MG9,122644,5.89,7.33,6.47,Debt: Floater,5.62,7.43,6.35,7.66,0.94,AAA,1.6,8,9,8,9,34,Good,25,https://www.valueresearchonline.com/funds/1747/
Axis Floater Reg,debt,Floater,Regular,INF846K012B8,149048,5.53,7.83,,Debt: Floater,5.62,7.43,,7.96,5.26,AAA,12.69,7,4,4,9,24,Average,23,https://www.valueresearchonline.com/funds/41583/
Bandhan Floater Reg,debt,Floater,Regular,INF194KB1AP5,148705,5.56,7.26,6.13,Debt: Floater,5.62,7.43,6.35,7.96,2.38,AAA,3.19,8,6,6,9,29,Good,16,https://www.valueresearchonline.com/funds/41297/
DSP Floater Reg,debt,Floater,Regular,INF740KA1PS7,148768,5.31,7.75,6.42,Debt: Floater,5.62,7.43,6.35,6.58,2.66,AAA,4.62,4,6,6,9,25,Average,14,https://www.valueresearchonline.com/funds/41354/
Franklin India Floating Rate Reg,debt,Floater,Regular,INF090I01LM7,101048,5.3,7.5,6.36,Debt: Floater,5.62,7.43,6.35,7.9,1.13,AAA,2.98,8,8,6,9,31,Good,15,https://www.valueresearchonline.com/funds/1415/
HDFC Floating Rate Debt Reg,debt,Floater,Regular,INF179K01707,106841,5.92,7.64,6.64,Debt: Floater,5.62,7.43,6.35,7.64,1.85,AAA,3.7,8,7,6,9,30,Good,25,https://www.valueresearchonline.com/funds/6098/
ICICI Pru Floating Interest,debt,Floater,Regular,INF109K01AX1,101802,6.15,7.58,6.51,Debt: Floater,5.62,7.43,6.35,7.87,1.98,AAA,2.9,8,7,7,9,31,Good,25,https://www.valueresearchonline.com/funds/3023/
Kotak Floating Rate Reg,debt,Floater,Regular,INF174KA1DY6,147266,5.73,7.54,6.38,Debt: Floater,5.62,7.43,6.35,8.09,1.93,AAA,2.27,9,7,7,9,32,Good,25,https://www.valueresearchonline.com/funds/39901/
Nippon India Floater Reg,debt,Floater,Regular,INF204K01CG1,102673,5.33,7.37,6.29,Debt: Floater,5.62,7.43,6.35,7.9,2.29,AAA,2.67,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/2412/
SBI Floating Rate Debt Reg,debt,Floater,Regular,INF200KA1R15,148543,5.86,7.56,6.5,Debt: Floater,5.62,7.43,6.35,7.35,2.48,AAA,6.8,6,6,4,9,25,Average,14,https://www.valueresearchonline.com/funds/41151/
Tata Floating Rate Reg,debt,Floater,Regular,INF277KA1091,149003,5.47,7.14,,Debt: Floater,5.62,7.43,,7.79,1.17,AAA,1.73,8,8,8,9,33,Good,16,https://www.valueresearchonline.com/funds/41540/
UTI Floater Reg,debt,Floater,Regular,INF789F1ACO4,145287,5.43,6.69,5.79,Debt: Floater,5.62,7.43,6.35,7.77,0.93,AAA,1.17,4,9,8,9,30,Good,25,https://www.valueresearchonline.com/funds/38027/
ABSL Government Securities Reg,debt,Gilt,Regular,INF209K01AC3,100058,0.62,5.17,4.76,Debt: Gilt,2.21,5.99,5.19,7.73,11.25,GOI/Cash,,8,1,1,10,20,Average,15,https://www.valueresearchonline.com/funds/677/
Axis Gilt Reg,debt,Gilt,Regular,INF846K01AX8,116471,3.13,6.83,5.73,Debt: Gilt,2.21,5.99,5.19,7.35,8.72,GOI/Cash,19.2,7,2,2,10,21,Average,21,https://www.valueresearchonline.com/funds/13908/
Bajaj Finserv Gilt Reg,debt,Gilt,Regular,INF0QA701AM6,153211,1.24,,,Debt: Gilt,2.21,,,7.15,8.67,GOI/Cash,23.78,4,3,3,10,20,Average,4,https://www.valueresearchonline.com/funds/44860/
Bandhan Gilt Reg,debt,Gilt,Regular,INF194K01DZ2,111525,6.02,7.13,5.82,Debt: Gilt,2.21,5.99,5.19,7.14,7.32,GOI/Cash,10.48,8,1,1,10,20,Average,2,https://www.valueresearchonline.com/funds/10020/
Baroda BNP Paribas Gilt Reg,debt,Gilt,Regular,INF955L01450,101187,1.54,6.24,5.4,Debt: Gilt,2.21,5.99,5.19,7.23,7.53,GOI/Cash,15.62,6,2,2,10,20,Average,15,https://www.valueresearchonline.com/funds/1232/
Canara Robeco Gilt Reg,debt,Gilt,Regular,INF760K01AE1,100597,1.19,5.31,4.77,Debt: Gilt,2.21,5.99,5.19,6.76,3.82,GOI/Cash,6.32,5,5,5,10,25,Average,7,https://www.valueresearchonline.com/funds/729/
DSP Gilt Reg,debt,Gilt,Regular,INF740K01615,100084,2.06,6.12,5.53,Debt: Gilt,2.21,5.99,5.19,7.8,11.44,GOI/Cash,27.34,8,1,1,10,20,Average,7,https://www.valueresearchonline.com/funds/663/
Edelweiss Government Securities Reg,debt,Gilt,Regular,INF843K01HC4,140297,0.83,5.51,5.08,Debt: Gilt,2.21,5.99,5.19,7.61,10.23,GOI/Cash,23.21,7,2,1,10,20,Average,8,https://www.valueresearchonline.com/funds/24222/
Franklin India Government Securities Reg,debt,Gilt,Regular,INF090I01CU9,100493,3.52,5.66,4.9,Debt: Gilt,2.21,5.99,5.19,6.78,2.59,GOI/Cash,8.59,6,4,3,10,23,Average,12,https://www.valueresearchonline.com/funds/1133/
Groww Gilt Reg,debt,Gilt,Regular,INF666M01KN6,153503,0.01,,,Debt: Gilt,2.21,,,6.78,7.4,GOI/Cash,20.76,7,1,1,10,19,Average,6,https://www.valueresearchonline.com/funds/45119/
HDFC Gilt Reg,debt,Gilt,Regular,INF179K01756,101083,2.23,6.11,5.26,Debt: Gilt,2.21,5.99,5.19,7.52,8.93,GOI/Cash,21.22,8,2,1,10,21,Average,25,https://www.valueresearchonline.com/funds/1022/
HSBC Gilt Reg,debt,Gilt,Regular,INF917K01BP1,151013,0.38,4.73,4.18,Debt: Gilt,2.21,5.99,5.19,7.11,6.74,GOI/Cash,15.55,6,2,2,10,20,Average,9,https://www.valueresearchonline.com/funds/806/
ICICI Pru Gilt,debt,Gilt,Regular,INF109K01JR4,100369,3.45,6.93,6.27,Debt: Gilt,2.21,5.99,5.19,7.71,9.72,GOI/Cash,21.6,8,2,1,10,21,Average,25,https://www.valueresearchonline.com/funds/643/
Invesco India Gilt Reg,debt,Gilt,Regular,INF205K01SR1,107477,1.49,5.85,4.99,Debt: Gilt,2.21,5.99,5.19,7.58,10.84,GOI/Cash,27.46,8,1,1,10,20,Average,3,https://www.valueresearchonline.com/funds/6790/
Kotak Gilt Investment PF & Trust,debt,Gilt,Regular,INF174K01FL9,100281,0.52,4.86,4.67,Debt: Gilt,2.21,5.99,5.19,7.37,6.97,GOI/Cash,13.11,7,3,3,10,23,Average,25,https://www.valueresearchonline.com/funds/1918/
Kotak Gilt Investment Reg,debt,Gilt,Regular,INF174K01FI5,100265,0.52,4.86,4.67,Debt: Gilt,2.21,5.99,5.19,7.37,6.97,GOI/Cash,13.11,7,3,3,10,23,Average,25,https://www.valueresearchonline.com/funds/576/
LIC MF Gilt,debt,Gilt,Regular,INF767K01709,100317,0.46,4.72,4.18,Debt: Gilt,2.21,5.99,5.19,7.42,10.23,GOI/Cash,25.16,8,1,1,10,20,Average,6,https://www.valueresearchonline.com/funds/713/
LIC MF Gilt,debt,Gilt,Regular,INF767K01733,100319,0.46,4.72,4.18,Debt: Gilt,2.21,5.99,5.19,7.42,10.23,GOI/Cash,25.16,8,1,1,10,20,Average,6,https://www.valueresearchonline.com/funds/1988/
Mirae Asset Nifty 8-13 yr G-Sec ETF,debt,Gilt,Regular,INF769K01QJ7,154218,2.93,7.08,,Debt: Gilt,2.21,5.99,,7.03,6.83,GOI/Cash,8.68,6,3,4,10,23,Average,3,https://www.valueresearchonline.com/funds/43473/
Motilal Oswal 5 Year G-Sec FoF Reg,debt,Gilt,Regular,INF247L01AR9,149241,4.62,7.1,,Debt: Gilt,2.21,5.99,,,,GOI/Cash,,,,,,,N/A,1,https://www.valueresearchonline.com/funds/41758/
Nippon India Gilt,debt,Gilt,Regular,INF204K01BU4,109720,1.7,5.53,4.92,Debt: Gilt,2.21,5.99,5.19,7.45,8.99,GOI/Cash,21.29,7,2,1,10,20,Average,25,https://www.valueresearchonline.com/funds/1775/
Nippon India Gilt Inst,debt,Gilt,Regular,INF204K01BU4,109720,2.04,5.64,5.05,Debt: Gilt,2.21,5.99,5.19,7.45,8.99,GOI/Cash,21.29,7,2,1,10,20,Average,25,https://www.valueresearchonline.com/funds/1773/
Nippon India Gilt PF,debt,Gilt,Regular,INF204K01BU4,109720,1.7,5.53,4.93,Debt: Gilt,2.21,5.99,5.19,7.45,8.99,GOI/Cash,21.29,7,2,1,10,20,Average,25,https://www.valueresearchonline.com/funds/19468/
PGIM India Gilt Reg,debt,Gilt,Regular,INF223J01AQ6,138470,0.72,5.43,4.73,Debt: Gilt,2.21,5.99,5.19,7,7.42,GOI/Cash,15.42,6,2,2,10,20,Average,17,https://www.valueresearchonline.com/funds/9603/
Quant Gilt Reg,debt,Gilt,Regular,INF966L01BI1,151230,1.58,5.07,,Debt: Gilt,2.21,5.99,,7.13,6.1,GOI/Cash,10.81,5,3,3,10,21,Average,13,https://www.valueresearchonline.com/funds/42966/
SBI Gilt Reg,debt,Gilt,Regular,INF200K01982,101001,2.48,6.11,5.86,Debt: Gilt,2.21,5.99,5.19,6.89,6.13,GOI/Cash,10.14,2,6,5,10,23,Average,18,https://www.valueresearchonline.com/funds/901/
SBI Magnum Gilt PF,debt,Gilt,Regular,INF200K01982,102061,2.51,6.12,5.86,Debt: Gilt,2.21,5.99,5.19,6.89,6.13,GOI/Cash,10.14,2,6,5,10,23,Average,18,https://www.valueresearchonline.com/funds/1940/
SBI Magnum Gilt PF Fixed 1Y,debt,Gilt,Regular,,102061,2.48,6.11,5.86,Debt: Gilt,2.21,5.99,5.19,6.89,6.13,GOI/Cash,10.14,2,6,5,10,23,Average,18,https://www.valueresearchonline.com/funds/1943/
SBI Magnum Gilt PF Fixed 2Y,debt,Gilt,Regular,,102061,2.48,6.11,5.86,Debt: Gilt,2.21,5.99,5.19,6.89,6.13,GOI/Cash,10.14,2,6,5,10,23,Average,18,https://www.valueresearchonline.com/funds/1945/
SBI Magnum Gilt PF Fixed 3Y,debt,Gilt,Regular,,102061,2.48,6.11,5.86,Debt: Gilt,2.21,5.99,5.19,6.89,6.13,GOI/Cash,10.14,2,6,5,10,23,Average,18,https://www.valueresearchonline.com/funds/1946/
Tata GSF Reg,debt,Gilt,Regular,INF277K010Y2,147760,0.73,5.33,5,Debt: Gilt,2.21,5.99,5.19,7.69,10.84,GOI/Cash,27.29,8,1,1,10,20,Average,10,https://www.valueresearchonline.com/funds/652/
UTI Gilt Discontinued Provident,debt,Gilt,Regular,INF789F01PR0,102511,3.94,6.58,5.66,Debt: Gilt,2.21,5.99,5.19,6.4,3.32,GOI/Cash,7.97,2,5,4,10,21,Average,10,https://www.valueresearchonline.com/funds/1865/
UTI Gilt Reg,debt,Gilt,Regular,INF789F01661,102510,3.94,6.58,5.66,Debt: Gilt,2.21,5.99,5.19,6.4,3.32,GOI/Cash,7.97,2,5,4,10,21,Average,10,https://www.valueresearchonline.com/funds/1167/
Union Gilt Reg,debt,Gilt,Regular,INF582M01ID0,150405,-0.22,4.77,,Debt: Gilt,2.21,5.99,,7.62,11.71,GOI/Cash,32.16,8,1,1,10,20,Average,2,https://www.valueresearchonline.com/funds/42323/
Bandhan Gilt Fund with 10 year Constant Duration Reg,debt,Gilt with 10 year,Regular,INF194K01FA0,108753,4.04,7.37,5.87,Debt: Gilt with 10 year Constant Duration,2.29,6.7,5.41,7.6,11.38,GOI/Cash,,6,2,3,10,21,Average,5,https://www.valueresearchonline.com/funds/1243/
DSP 10Y G-Sec Reg,debt,Gilt with 10 year,Regular,INF740K012I0,131297,1.39,6.19,4.57,Debt: Gilt with 10 year Constant Duration,2.29,6.7,5.41,7.1,6.98,GOI/Cash,9.26,6,3,4,10,23,Average,1,https://www.valueresearchonline.com/funds/28171/
ICICI Pru Constant Maturity Gilt,debt,Gilt with 10 year,Regular,INF109KA1N46,131051,3.41,7.13,5.97,Debt: Gilt with 10 year Constant Duration,2.29,6.7,5.41,7.18,7.14,GOI/Cash,10.1,6,2,3,10,21,Average,8,https://www.valueresearchonline.com/funds/27952/
SBI Constant Maturity 10-Year Gilt Reg,debt,Gilt with 10 year,Regular,INF200K01AN9,101002,2.75,6.64,5.71,Debt: Gilt with 10 year Constant Duration,2.29,6.7,5.41,7.23,7.03,GOI/Cash,9.53,7,2,4,10,23,Average,4,https://www.valueresearchonline.com/funds/899/
UTI Gilt Fund with 10 year Constant Duration Reg,debt,Gilt with 10 year,Regular,INF789F1AVI6,150409,2.5,6.49,,Debt: Gilt with 10 year Constant Duration,2.29,6.7,,7.1,6.88,GOI/Cash,9.45,6,2,4,10,22,Average,6,https://www.valueresearchonline.com/funds/42369/
360 ONE Liquid Reg,debt,Liquid,Regular,INF579M01506,125259,5.99,6.71,5.94,Debt: Liquid,5.8,6.7,5.95,6.58,0.12,AAA,0.12,4,10,10,9,33,Good,24,https://www.valueresearchonline.com/funds/22351/
ABSL Liquid Inst,debt,Liquid,Regular,INF209K01RT1,100043,6.25,6.9,6.12,Debt: Liquid,5.8,6.7,5.95,7.01,0.13,AAA,0.14,6,10,10,9,35,Good,25,https://www.valueresearchonline.com/funds/1685/
ABSL Liquid Reg,debt,Liquid,Regular,INF209KA1LI1,103885,6.25,6.9,6.12,Debt: Liquid,5.8,6.7,5.95,7.01,0.13,AAA,0.14,6,10,10,9,35,Good,25,https://www.valueresearchonline.com/funds/2174/
ABSL Liquid Ret,debt,Liquid,Regular,INF209K01ME4,100042,6.25,6.9,6.12,Debt: Liquid,5.8,6.7,5.95,7.01,0.13,AAA,0.14,6,10,10,9,35,Good,25,https://www.valueresearchonline.com/funds/422/
Abakkus Liquid Reg,debt,Liquid,Regular,INF2JJD01078,154047,,,,Debt: Liquid,,,,6.4,0.1,AAA,0.1,1,10,10,9,30,Good,25,https://www.valueresearchonline.com/funds/45685/
Axis Liquid Reg,debt,Liquid,Regular,INF846K01412,112210,6.29,6.94,6.15,Debt: Liquid,5.8,6.7,5.95,6.64,0.1,AAA,0.1,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/10734/
Axis Liquid Ret,debt,Liquid,Regular,INF846K01354,112713,5.77,6.41,5.62,Debt: Liquid,5.8,6.7,5.95,6.64,0.1,AAA,0.1,,,,,,N/A,25,https://www.valueresearchonline.com/funds/10980/
Bajaj Finserv Liquid Reg,debt,Liquid,Regular,INF0QA701094,151837,6.12,,,Debt: Liquid,5.8,,,6.48,0.09,AAA,0.09,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/43588/
Bandhan Liquid Reg,debt,Liquid,Regular,INF194K01VX9,108690,6.16,6.83,6.06,Debt: Liquid,5.8,6.7,5.95,6.43,0.11,AAA,0.11,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/2198/
Bank of India Liquid Reg,debt,Liquid,Regular,INF761K01306,109254,6.28,6.96,6.16,Debt: Liquid,5.8,6.7,5.95,6.43,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/8383/
Baroda BNP Paribas Liquid,debt,Liquid,Regular,,139344,6.16,6.83,6.09,Debt: Liquid,5.8,6.7,5.95,6.59,0.1,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/10235/
Baroda BNP Paribas Liquid Reg,debt,Liquid,Regular,INF955L01484,111704,6.16,6.84,6.1,Debt: Liquid,5.8,6.7,5.95,6.59,0.1,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/1234/
Canara Robeco Liquid Reg,debt,Liquid,Regular,INF760K01CW9,109353,6.22,6.91,6.12,Debt: Liquid,5.8,6.7,5.95,6.33,0.07,AAA,0.07,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/8325/
Canara Robeco Liquid Unclaimed,debt,Liquid,Regular,INF760K01IC8,139235,,,,,,,,6.33,0.07,AAA,0.07,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/32305/
Capitalmind Liquid Reg,debt,Liquid,Regular,INF226401042,154010,,,,Debt: Liquid,,,,6.54,0.07,AAA,0.07,2,10,10,9,31,Good,15,https://www.valueresearchonline.com/funds/45637/
DSP Liquidity Reg,debt,Liquid,Regular,INF740K01FK9,103347,6.27,6.91,6.1,Debt: Liquid,5.8,6.7,5.95,6.31,0.12,AAA,0.12,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/3039/
Edelweiss Liquid Reg,debt,Liquid,Regular,INF754K01GZ6,140182,6.28,6.88,6.04,Debt: Liquid,5.8,6.7,5.95,6.51,0.11,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/5902/
Edelweiss Liquid Retail,debt,Liquid,Regular,INF754K01HE9,140176,6.28,6.88,6.04,Debt: Liquid,5.8,6.7,5.95,6.51,0.11,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/9276/
Franklin Inda Liquid Reg,debt,Liquid,Regular,INF090I01BB1,100538,5.58,6.23,5.43,Debt: Liquid,5.8,6.7,5.95,6.81,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/522/
Franklin India Liquid Inst,debt,Liquid,Regular,,102441,5.86,6.52,5.71,Debt: Liquid,5.8,6.7,5.95,6.81,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/2276/
Franklin India Liquid SIP,debt,Liquid,Regular,,100544,6.28,6.94,6.13,Debt: Liquid,5.8,6.7,5.95,6.81,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/2869/
Franklin India Liquid Unclaimed,debt,Liquid,Regular,INF090I01LO3,139889,,,,,,,,6.81,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/32949/
Groww Liquid Reg,debt,Liquid,Regular,INF666M01014,115991,6.22,6.9,5.98,Debt: Liquid,5.8,6.7,5.95,6.41,0.07,AAA,0.07,2,10,10,9,31,Good,15,https://www.valueresearchonline.com/funds/13490/
HDFC Liquid Reg,debt,Liquid,Regular,INF179KB1HK0,100868,6.22,6.87,6.07,Debt: Liquid,5.8,6.7,5.95,6.61,0.09,AAA,0.1,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/887/
HDFC NIFTY 1D RATE LIQUID ETF-Growth,debt,Liquid,Regular,INF179KC1JG3,153403,4.89,,,Debt: Liquid,5.8,,,5.35,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/43738/
HSBC Liquid,debt,Liquid,Regular,INF336L01BL1,118907,6.2,6.89,5.87,Debt: Liquid,5.8,6.7,5.95,6.55,0.09,AAA,0.09,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/1487/
HSBC Liquid Inst,debt,Liquid,Regular,INF336L01BL1,107214,6.05,6.84,6.03,Debt: Liquid,5.8,6.7,5.95,6.55,0.09,AAA,0.09,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/1845/
HSBC Liquid Reg,debt,Liquid,Regular,INF336L01BN7,118902,6.2,6.89,6.1,Debt: Liquid,5.8,6.7,5.95,6.55,0.09,AAA,0.09,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/2251/
ICICI Pru Liquid,debt,Liquid,Regular,INF109K01VF4,101751,6.18,6.87,6.07,Debt: Liquid,5.8,6.7,5.95,6.46,0.1,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/3026/
ITI Liquid Reg,debt,Liquid,Regular,INF00XX01192,147153,5.99,6.59,5.81,Debt: Liquid,5.8,6.7,5.95,5.78,0.02,AAA,0.02,1,10,10,9,30,Good,7,https://www.valueresearchonline.com/funds/39833/
Invesco India Liquid Reg,debt,Liquid,Regular,INF205K01HG7,104488,6.24,6.91,6.11,Debt: Liquid,5.8,6.7,5.95,6.56,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/3892/
Invesco India Liquid Ret,debt,Liquid,Regular,INF205K01HG7,104488,5.7,6.35,5.55,Debt: Liquid,5.8,6.7,5.95,6.56,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/3886/
Invesco India Liquid Uncl,debt,Liquid,Regular,INF205K01HM5,104486,,,,,,,,6.56,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/32460/
JM Liquid Reg,debt,Liquid,Regular,INF192K01833,101078,6.11,6.8,6.04,Debt: Liquid,5.8,6.7,5.95,6.43,0.07,AAA,0.07,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/489/
JM Liquid Super Inst,debt,Liquid,Regular,INF192K01981,100247,6.12,6.81,6.04,Debt: Liquid,5.8,6.7,5.95,6.43,0.07,AAA,0.07,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/2231/
Kotak Liquid Reg,debt,Liquid,Regular,INF174K01NI9,100835,6.19,6.85,6.06,Debt: Liquid,5.8,6.7,5.95,6.69,0.1,AAA,0.1,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/1910/
LIC MF Liquid Reg,debt,Liquid,Regular,INF767K01IS9,101185,6.19,6.86,6.06,Debt: Liquid,5.8,6.7,5.95,6.65,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/1259/
Mahindra Manulife Liquid Reg,debt,Liquid,Regular,INF174V01010,139537,6.21,6.9,6.12,Debt: Liquid,5.8,6.7,5.95,6.85,0.13,AAA,0.13,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/32621/
Mirae Asset Liquid Reg,debt,Liquid,Regular,INF769K01788,111646,6.15,6.87,6.09,Debt: Liquid,5.8,6.7,5.95,6.76,0.12,AAA,0.12,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/10158/
Mirae Asset Nifty 1D Rate Liquid ETF-Growth,debt,Liquid,Regular,INF769K01MY5,153045,5.11,,,Debt: Liquid,5.8,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/44705/
Motilal Oswal Liquid Reg,debt,Liquid,Regular,INF247L01726,145946,5.77,6.42,5.65,Debt: Liquid,5.8,6.7,5.95,5.88,0.09,AAA,0.09,1,10,10,9,30,Good,15,https://www.valueresearchonline.com/funds/38514/
Motilal Oswal Liquid Uncl,debt,Liquid,Regular,INF247L01726,145946,,,,,,,,5.88,0.09,AAA,0.09,1,10,10,9,30,Good,15,https://www.valueresearchonline.com/funds/40050/
Navi Liquid Reg,debt,Liquid,Regular,INF959L01GL9,112636,5.73,6.45,5.9,Debt: Liquid,5.8,6.7,5.95,5.73,0.07,AAA,0.07,1,10,10,9,30,Good,13,https://www.valueresearchonline.com/funds/10918/
Navi Liquid Unclaimed,debt,Liquid,Regular,,148510,,,,,,,,5.73,0.07,AAA,0.07,,,,,,N/A,13,https://www.valueresearchonline.com/funds/33272/
Nippon India Liquid Reg,debt,Liquid,Regular,INF205K01HG7,104488,6.21,6.87,6.07,Debt: Liquid,5.8,6.7,5.95,6.98,0.13,AAA,0.13,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/1972/
Nippon India Liquid Ret,debt,Liquid,Regular,INF204K01UN9,100851,6.26,6.48,5.58,Debt: Liquid,5.8,6.7,5.95,6.98,0.13,AAA,0.13,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/519/
PGIM India Liquid,debt,Liquid,Regular,INF223J01BJ9,138281,6.25,6.89,6.1,Debt: Liquid,5.8,6.7,5.95,6.57,0.11,AAA,0.11,2,10,10,9,31,Good,24,https://www.valueresearchonline.com/funds/5801/
Parag Parikh Liquid Reg,debt,Liquid,Regular,INF879O01035,143260,6.13,6.61,5.81,Debt: Liquid,5.8,6.7,5.95,6.41,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/36009/
Quant Liquid Reg,debt,Liquid,Regular,INF966L01317,103225,5.73,6.54,5.89,Debt: Liquid,5.8,6.7,5.95,6.74,0.15,AAA,0.15,1,10,10,9,30,Good,15,https://www.valueresearchonline.com/funds/2939/
Quantum Liquid Fund Uncl,debt,Liquid,Regular,INF082J01309,141066,,,,,,,,5.77,0.12,AAA,0.12,1,10,10,9,30,Good,18,https://www.valueresearchonline.com/funds/44010/
Quantum Liquid Reg,debt,Liquid,Regular,INF082J01309,141066,5.67,6.48,5.76,Debt: Liquid,5.8,6.7,5.95,5.77,0.12,AAA,0.12,1,10,10,9,30,Good,18,https://www.valueresearchonline.com/funds/33965/
SBI Liquid Inst,debt,Liquid,Regular,INF200K01LU1,105274,6.18,6.83,6.05,Debt: Liquid,5.8,6.7,5.95,6.5,0.08,AAA,0.08,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/1922/
SBI Liquid Reg,debt,Liquid,Regular,INF200K01MA1,105280,6.18,6.83,6.05,Debt: Liquid,5.8,6.7,5.95,6.5,0.08,AAA,0.08,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/4664/
Shriram Liquid Reg,debt,Liquid,Regular,INF680P01448,153036,6,,,Debt: Liquid,5.8,,,6.57,0.1,AAA,0.1,2,10,10,9,31,Good,14,https://www.valueresearchonline.com/funds/44699/
Sundaram Liquid Reg,debt,Liquid,Regular,INF173K01DA9,149661,6.1,6.82,6.06,Debt: Liquid,5.8,6.7,5.95,6.53,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/2431/
TRUSTMF Liquid Reg,debt,Liquid,Regular,INF0GCD01198,148833,6.08,6.76,5.98,Debt: Liquid,5.8,6.7,5.95,6.65,0.11,AAA,0.11,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/41409/
Tata Liquid Reg,debt,Liquid,Regular,INF277K01YD8,102672,6.21,6.88,6.07,Debt: Liquid,5.8,6.7,5.95,6.59,0.1,AAA,0.1,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/2442/
The Wealth Company Liquid Reg,debt,Liquid,Regular,INF2F0001149,153888,,,,Debt: Liquid,,,,6.67,0.13,AAA,0.13,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/45505/
UTI Liquid Discontinued Reg,debt,Liquid,Regular,INF789F01BB4,102009,6.25,6.65,5.74,Debt: Liquid,5.8,6.7,5.95,6.62,0.1,AAA,0.1,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/1761/
UTI Liquid Reg,debt,Liquid,Regular,INF789F01PH1,102012,6.25,6.9,6.12,Debt: Liquid,5.8,6.7,5.95,6.62,0.1,AAA,0.1,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/1968/
Unifi Liquid Reg,debt,Liquid,Regular,INF1MIY01064,153571,5.96,,,Debt: Liquid,5.8,,,5.45,0,CASH,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/45228/
