Fund Name,Plan,Category,VR ID,ISIN,Company Name,Sector,P/E Ratio,% Assets
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,KEI,Industrials,55.08,5.28
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,Dixon Technologies,Consumer Discretionary,49.28,5.21
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,Shree Cement,Materials,48.38,5.12
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,DLF,Real Estate,32.22,4.96
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,Ultratech Cement,Materials,39.36,4.8
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,Ambuja Cements,Materials,21.85,4.58
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,MTAR Technologies,Industrials,243.99,4.93
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,MCX,Financial,54.14,3.53
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Nippon Life AMC,Financial,45.3,3.06
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,National Aluminium,Materials,12.16,3.04
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Jindal Steel,Materials,34.81,3
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Avanti Feeds,Consumer Staples,23.17,2.86
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,The Federal Bank,Financial,17.86,2.86
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Axis Bank,Financial,15.24,2.73
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Ujjivan SF Bank,Financial,15.16,2.7
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,Indian Bank,Financial,10.07,2.67
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,ICICI Bank,Financial,16.83,7.78
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Nestle India,Consumer Staples,77.75,6.9
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Bharti Airtel,Technology,41.01,5.71
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Mahindra & Mahindra,Consumer Discretionary,21.75,3.72
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Titan,Consumer Discretionary,71.76,3.4
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,JB Chemicals,Healthcare,50.01,3.28
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Marico,Consumer Staples,59.97,2.79
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Maruti Suzuki,Consumer Discretionary,28.1,2.75
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Pidilite Ind,Materials,61.58,2.12
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,Eternal,Technology,646.39,2.11
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,HDFC Bank,Financial,14.97,4.26
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,ICICI Bank,Financial,16.83,3.8
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Bharti Airtel,Technology,41.01,3.53
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Mahindra & Mahindra,Consumer Discretionary,21.75,2.41
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Bharat Electronics,Industrials,49.72,2.33
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Titan,Consumer Discretionary,71.76,2.25
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Nestle India,Consumer Staples,77.75,2.24
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Adani Ports,Industrials,32.84,2.06
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Aditya Infotech,Technology,111.89,1.81
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,Axis Bank,Financial,15.24,1.74
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Maruti Suzuki,Consumer Discretionary,28.1,5.56
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Hindustan Unilever,Consumer Staples,33.32,4.14
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Cummins India,Industrials,66.04,3.67
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Schaeffler India,Industrials,52.47,3.61
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Nestle India,Consumer Staples,77.75,3.56
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,United Spirits,Consumer Staples,49.56,3.37
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,United Breweries,Consumer Staples,84.91,2.97
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Bayer Cropscience,Materials,27.81,2.71
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,ICRA,Industrials,27.39,2.6
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,Gland Pharma,Healthcare,36.74,2.41
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Maruti Suzuki,Consumer Discretionary,28.1,7.84
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Nestle India,Consumer Staples,77.75,7.57
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Britannia Ind,Consumer Staples,48.56,6.85
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Cummins India,Industrials,66.04,6.79
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Hindustan Unilever,Consumer Staples,33.32,5.03
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Timken India,Industrials,64.07,4.02
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,United Spirits,Consumer Staples,49.56,3.68
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,GE Vernova T&D,Industrials,102.53,3.52
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Anthem Biosciences,Healthcare,74.1,3.43
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1GO3,Hyundai Motor India,Consumer Discretionary,28.37,3.09
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Hindustan Unilever,Consumer Staples,33.32,8.43
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Maruti Suzuki,Consumer Discretionary,28.1,5.87
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Britannia Ind,Consumer Staples,48.56,5.69
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Nestle India,Consumer Staples,77.75,5.07
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Sun Pharmaceutical,Healthcare,37.16,3.85
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Sona BLW Precision,Consumer Discretionary,58.21,3.7
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,ZF Commercial,Consumer Discretionary,52.45,2.98
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Gland Pharma,Healthcare,36.74,2.96
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Mahindra Automotive,Consumer Discretionary,19.21,2.88
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1YD4,Vedanta,Materials,6.88,2.51
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Maruti Suzuki,Consumer Discretionary,28.1,7.67
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Hindustan Unilever,Consumer Staples,33.32,7.47
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Britannia Ind,Consumer Staples,48.56,6.07
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Nestle India,Consumer Staples,77.75,5.34
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Acutaas Chemicals,Healthcare,73.47,4.81
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,MTAR Technologies,Industrials,243.99,4.54
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,GE Vernova T&D,Industrials,102.53,4.14
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,JB Chemicals,Healthcare,50.01,3.54
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Azad Engineering,Industrials,108.8,3.53
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1PP8,Ashok Leyland,Industrials,24.37,3.17
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Hindustan Unilever,Consumer Staples,33.32,9.64
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Nestle India,Consumer Staples,77.75,9.61
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Maruti Suzuki,Consumer Discretionary,28.1,9.53
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Cummins India,Industrials,66.04,6.54
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Britannia Ind,Consumer Staples,48.56,6.2
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Ashok Leyland,Industrials,24.37,4.26
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Hitachi Energy,Industrials,156.16,3.93
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,Vedanta,Materials,6.88,3.72
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,United Spirits,Consumer Staples,49.56,3.6
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,INF174KA1ZF8,ABB India,Industrials,95.52,3.49
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Hindustan Unilever,Consumer Staples,33.32,9.65
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Nestle India,Consumer Staples,77.75,9.62
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Maruti Suzuki,Consumer Discretionary,28.1,9.57
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Cummins India,Industrials,66.04,6.55
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Britannia Ind,Consumer Staples,48.56,6.21
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Ashok Leyland,Industrials,24.37,4.27
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Hitachi Energy,Industrials,156.16,3.95
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,Vedanta,Materials,6.88,3.72
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,United Spirits,Consumer Staples,49.56,3.61
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,INF247L01GK1,ABB India,Industrials,95.52,3.49
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Nestle India,Consumer Staples,77.75,9.77
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Cummins India,Industrials,66.04,7.57
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Maruti Suzuki,Consumer Discretionary,28.1,6.94
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Britannia Ind,Consumer Staples,48.56,6.16
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Samvardhana Motherson,Consumer Discretionary,39.36,6.09
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Hindustan Unilever,Consumer Staples,33.32,5.65
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Kansai Nerolac,Materials,28.89,4.86
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Fortis Healthcare,Healthcare,71.67,4.31
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Infosys,Technology,16.26,4.24
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204K01G52,Hyundai Motor India,Consumer Discretionary,28.37,3.7
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Cummins India,Industrials,66.04,5.3
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Divi's Lab,Healthcare,69.84,4.91
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Aether,Materials,68.72,3.97
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Sona BLW Precision,Consumer Discretionary,58.21,3.26
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Navin Fluorine,Materials,52.78,3.21
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Siemens,Diversified,46.79,3.2
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Bharat Forge,Consumer Discretionary,85.23,3.1
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,CCL Products,Consumer Staples,39.5,3.05
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,Sun Pharmaceutical,Healthcare,37.16,3.03
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01RM5,ABB India,Industrials,95.52,3.03
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Maruti Suzuki,Consumer Discretionary,28.1,8.52
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Nestle India,Consumer Staples,77.75,5.57
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Hindustan Unilever,Consumer Staples,33.32,5.3
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Procter & Gamble Health,Healthcare,31.58,4.85
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,United Spirits,Consumer Staples,49.56,4.19
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Gland Pharma,Healthcare,36.74,3.56
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,CRISIL,Industrials,33.66,2.68
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Britannia Ind,Consumer Staples,48.56,2.66
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Hyundai Motor India,Consumer Discretionary,28.37,2.5
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01VF3,Procter & Gamble Hygiene and Health Care,Consumer Staples,34.18,2.46
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Reliance Ind,Energy & Utilities,21.28,9.44
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Coal India,Materials,9.26,9.12
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,ONGC,Energy & Utilities,7.87,6.94
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,NTPC,Energy & Utilities,12.73,6.72
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Power Grid,Energy & Utilities,16.67,5.81
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Tata Power,Energy & Utilities,34.01,4.68
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Cummins India,Industrials,66.04,4.44
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Bharat Heavy Elect,Industrials,86.24,4.33
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,NHPC,Energy & Utilities,19.73,4.2
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,Hitachi Energy,Industrials,156.16,3.77
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,BlackRock Global Funds - World Energy Fund I2,Unspecified,--,10.17
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Tata Steel,Materials,23.53,8.71
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Jindal Steel,Materials,34.81,7.89
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,ONGC,Energy & Utilities,7.87,7.55
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Hindustan Zinc,Materials,17.2,4.75
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Oil India,Energy & Utilities,11.68,4.64
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Hindalco Ind,Materials,18.04,4.47
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Bharat Petroleum,Energy & Utilities,4.85,4.46
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Indian Oil,Energy & Utilities,4.64,4.17
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,Petronet Lng,Energy & Utilities,10.31,4.09
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Reliance Ind,Energy & Utilities,21.28,9.3
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,NTPC,Energy & Utilities,12.73,7.65
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,ONGC,Energy & Utilities,7.87,7.14
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Coal India,Materials,9.26,4.77
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Oil India,Energy & Utilities,11.68,3.87
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Indian Oil,Energy & Utilities,4.64,2.54
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Triveni Turbine,Industrials,61.23,2.5
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Kalpataru Project,Industrials,21.43,2.39
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Bharat Heavy Elect,Industrials,86.24,2.13
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,Gujarat State Petronet,Energy & Utilities,14.42,2.12
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,NTPC,Energy & Utilities,12.73,9.62
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Reliance Ind,Energy & Utilities,21.28,5.18
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Bharat Petroleum,Energy & Utilities,4.85,4.89
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,GE Vernova T&D,Industrials,102.53,4.85
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,ABB India,Industrials,95.52,4.71
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Power Grid,Energy & Utilities,16.67,4.61
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Siemens,Diversified,46.79,4.55
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,GAIL (India),Energy & Utilities,14.53,4.43
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Larsen & Toubro,Industrials,33.39,3.92
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,Hindustan Petro,Energy & Utilities,4.52,3.25
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,ONGC,Energy & Utilities,7.87,9.62
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,Coal India,Materials,9.26,9.38
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,Reliance Ind,Energy & Utilities,21.28,8.73
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,NTPC,Energy & Utilities,12.73,6.54
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,Power Grid,Energy & Utilities,16.67,4.98
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,Suzlon Energy,Industrials,23.97,4.67
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,GAIL (India),Energy & Utilities,14.53,4.48
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,CG Power,Industrials,119.06,3.86
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,GE Vernova T&D,Industrials,102.53,3.83
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01PR2,Bharat Heavy Elect,Industrials,86.24,3.56
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,ONGC,Energy & Utilities,7.87,9.62
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,Coal India,Materials,9.26,9.38
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,Reliance Ind,Energy & Utilities,21.28,8.73
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,NTPC,Energy & Utilities,12.73,6.54
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,Power Grid,Energy & Utilities,16.67,4.98
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,Suzlon Energy,Industrials,23.97,4.67
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,GAIL (India),Energy & Utilities,14.53,4.48
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,CG Power,Industrials,119.06,3.86
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,GE Vernova T&D,Industrials,102.53,3.83
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,INF247L01GH7,Bharat Heavy Elect,Industrials,86.24,3.56
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Reliance Ind,Energy & Utilities,21.28,8.49
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,ONGC,Energy & Utilities,7.87,8.17
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,GAIL (India),Energy & Utilities,14.53,6.85
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Gujarat State Petronet,Energy & Utilities,14.42,5.95
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Kalpataru Project,Industrials,21.43,5.62
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Thermax,Industrials,78.45,5.18
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,NTPC,Energy & Utilities,12.73,5.03
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Torrent Power,Energy & Utilities,29.75,4.45
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,HEG,Industrials,29.87,4.36
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,Bharat Petroleum,Energy & Utilities,4.85,4.1
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Ultratech Cement,Materials,39.36,5.82
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Ambuja Cements,Materials,21.85,4.54
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Tata Steel,Materials,23.53,4.52
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Adani Power,Energy & Utilities,33.95,4.41
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Adani Energy,Energy & Utilities,82.91,4.38
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,ONGC,Energy & Utilities,7.87,4.23
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,NTPC,Energy & Utilities,12.73,3.92
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Jindal Steel,Materials,34.81,3.15
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,JSW Steel,Materials,13.8,2.78
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,Vedanta,Materials,6.88,2.55
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,ICICI Bank,Financial,16.83,8.26
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,HDFC Bank,Financial,14.97,4.6
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Bharti Airtel,Technology,41.01,4.15
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Kotak Bank,Financial,19.7,3.72
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Axis Bank,Financial,15.24,3.68
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Infosys,Technology,16.26,3.56
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,SBI,Financial,11.11,3.23
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,TVS Motor,Consumer Discretionary,52.85,2.78
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Hindalco Ind,Materials,18.04,2.75
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,Bajaj Finance,Financial,29.03,2.43
Axis ESG Integration Strategy Dir,Direct,Thematic-ESG,40536,INF846K01W23,SBI,Financial,11.11,6.78
